Title,Title_URL,Image,Date
"Balas Dendam, Lithuania Dapat Serangan Siber dari Rusia",https://www.idntimes.com/news/world/brahm-1/balas-dendam-lithuania-dapat-serangan-siber-dari-rusia-c1c2,https://cdn.idntimes.com/content-images/community/2021/06/150509996-453583075839086-3698266431980609292-n-4b05e1ad11e871221e4135e0f2a9a211-9fdf994899c746516a6fd9a1d0052955_300x200.jpg,"
                    
                    29 Jun 22 | 20:17
                "
Kemenag Tetapkan Hari Raya Idul Adha Jatuh pada 10 Juli 2022,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/kemenag-tetapkan-hari-raya-idul-adha-jatuh-pada-10-juli,https://cdn.idntimes.com/content-images/post/20200918/whatsapp-image-2020-09-18-at-91401-am-1-73b81dad184d31913dcff51923c7a601_300x200.jpg,"
                    
                    29 Jun 22 | 20:03
                "
"Jelang Pertemuan Jokowi-Zelenskyy, Menlu Ukraina Ditemui Menlu Retno",https://www.idntimes.com/news/world/sonya-michaella/jelang-pertemuan-jokowi-zelenskyy-menlu-ukraina-ditemui-menlu-retno,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-71138-pm-16abc3d671cc5f2e7d557ad4a867c927_300x200.jpg,"
                    
                    29 Jun 22 | 20:02
                "
"Jokowi Tinjau Apartemen Porak Poranda di Ukraina, Iriana Merinding",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/jokowi-tinjau-apartemen-porak-poranda-di-ukraina-iriana-merinding,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-71138-pm-16abc3d671cc5f2e7d557ad4a867c927_300x200.jpg,"
                    
                    29 Jun 22 | 19:47
                "
Menaker Ingatkan Industri Perbankan Siap Hadapi Digitalisasi,https://www.idntimes.com/news/indonesia/ester-ajeng-2/menaker-ingatkan-industri-perbankan-siap-hadapi-digitalisasi-csc,https://cdn.idntimes.com/content-images/post/20220629/8fcaf6cf-317f-4b0a-9838-369bf6a46e67-d50bd3e14a005c903a48e0e771413bfd_300x200.jpg,"
                    
                    29 Jun 22 | 19:45
                "
Menaker Ida Fauziyah Luncurkan Aplikasi Digital Kepegawaian,https://www.idntimes.com/news/indonesia/ester-ajeng-2/menaker-ida-fauziyah-luncurkan-aplikasi-digital-kepegawaian-csc,https://cdn.idntimes.com/content-images/post/20220629/1d0d4e65-c371-4aad-8af0-2c1a55e2e689-2dd7f14fff325d9199fd1c11b3dd0f3b_300x200.jpg,"
                    
                    29 Jun 22 | 19:28
                "
"Tol Jatikarya Bekasi Diblokade Ahli Waris, Pengguna Tol Digratiskan",https://www.idntimes.com/news/indonesia/imam-faishal/tol-jatikarya-bekasi-diblokade-ahli-waris-pengguna-tol-digratiskan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 19:07
                "
Selandia Baru Dukung Penuh Presidensi Indonesia di G20,https://www.idntimes.com/news/world/sonya-michaella/selandia-baru-dukung-penuh-presidensi-indonesia-di-g20,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 19:02
                "
"Ungkap Aliran Dana untuk Musra, Relawan Jokowi: Tidak Ada dari Istana!",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/ungkap-aliran-dana-untuk-musra-relawan-jokowi-tidak-ada-dari-istana,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 18:41
                "
KAI Commuter Gelar Kampanye Cegah Pelecehan Seksual di Kereta,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kai-commuter-gelar-kampanye-cegah-pelecehan-seksual-di-kereta,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 18:40
                "
"Kasus Stupa Naik Penyidikan, Roy Suryo Janji Mau Buka-bukaan di Polda",https://www.idntimes.com/news/indonesia/rendra-saputra-2/kasus-stupa-naik-penyidikan-roy-suryo-janji-mau-buka-bukaan-di-polda,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 18:18
                "
Wamenaker Saksikan MoU Penempatan Tenaga Kerja Indonesia ke Jepang,https://www.idntimes.com/news/indonesia/ridho-fauzan-2/wamenaker-penempatan-tki-jepang-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 18:07
                "
"[UPDATE] Kasus COVID-19 Tembus 2.146, Paling Tinggi Masih di Jakarta ",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/update-kasus-covid-19-tembus-2146-paling-tinggi-masih-di-jakarta,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 17:50
                "
Ingin Ubah Alamat di Paspor Karena Nama Jalan Diganti? Simak Ini! ,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/ingin-ubah-alamat-di-paspor-karena-nama-jalan-diganti-simak-ini,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 17:50
                "
Kemendagri Berikan Hak Akses NIK ke KPU untuk Cek Pemilih Pemilu 2024,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/kemendagri-berikan-hak-akses-nik-ke-kpu-untuk-cek-pemilih-pemilu,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-32255-pm-daec059411f1a82116e33980fea34609_300x200.jpeg,"
                    
                    29 Jun 22 | 17:41
                "
"Baru Tutup Holywings, Anggota DPRD Sebut Pemprov DKI Cuma Pura-pura",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/baru-tutup-holywings-anggota-dprd-sebut-pemprov-dki-cuma-pura-pura,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-113413-am-b79abadb68d79aac9aeba34b70bc6788_300x200.jpeg,"
                    
                    29 Jun 22 | 17:20
                "
Kemendagri Prediksi Akan Ada 400 Juta Lebih Pencoblosan di Pemilu 2024,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/kemendagri-prediksi-akan-ada-400-juta-lebih-pencoblosan-di-pemilu,https://cdn.idntimes.com/content-images/post/20190409/massa-kampanye-calon-wakil-presiden-maaruf-amin-saat-kampanye-di-padalarang-kabupaten-bandung-barat-3960-0a6c0697e469524634f34868d4311809_300x200.jpg,"
                    
                    29 Jun 22 | 17:13
                "
Korps Raport Polri: Dankor Brimob Resmi Dijabat Komjen,https://www.idntimes.com/news/indonesia/irfanfathurohman/korps-raport-polri-dankor-brimob-resmi-dijabat-komjen,https://cdn.idntimes.com/content-images/post/20211229/whatsapp-image-2021-12-29-at-43251-pm-1-43439088144d9b11febfb7b848daad6b_300x200.jpeg,"
                    
                    29 Jun 22 | 17:04
                "
"Aliansi AUKUS, Australia Tegaskan Tidak Akan Membuat Senjata Nuklir",https://www.idntimes.com/news/world/pri-145/aliansi-aukus-australia-tegaskan-tidak-akan-membuat-senjata-nuklir,https://cdn.idntimes.com/content-images/community/2022/06/fwwyc26amaazkbm-2d588b538864a3b2a1a0b557d321694d-0adfbec2967b51153d96a49ecea8e2cc_300x200.jpg,"
                    
                    29 Jun 22 | 16:35
                "
"KAI Pasang 18 CCTV di Stasiun, Pindai Wajah Pelaku Kekerasan Seksual",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kai-pasang-18-cctv-di-stasiun-pindai-wajah-pelaku-kekerasan-seksual,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-32311-pm-d8066ac149e061b445816cb3bc67541a_300x200.jpg,"
                    
                    29 Jun 22 | 16:31
                "
Satpol PP Bongkar Puluhan Bangunan Liar di Cipayung Depok,https://www.idntimes.com/news/indonesia/dicky-12/satpol-pp-bongkar-puluhan-bangunan-liar-di-cipayung-depok,https://cdn.idntimes.com/content-images/post/20220629/4e80490e-1fdd-4cae-b879-2af37a804e43-c9a17f7e714b63d4d45f27bc279a0654_300x200.jpg,"
                    
                    29 Jun 22 | 16:23
                "
Nasdem Minta Tak Berprasangka Buruk Pada Anies Soal Polarisasi,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/nasdem-minta-tak-berprasangka-buruk-pada-anies-soal-polarisasibr,https://cdn.idntimes.com/content-images/post/20190522/gubernur-dki-jakarta-anies-rasyid-baswedan-332579fe71485e54e973a45c6e2fb38d_300x200.jpg,"
                    
                    29 Jun 22 | 16:19
                "
"Demi Subsidi Tepat Sasaran, Pertamina Buka Pendaftaran di MyPertamina",https://www.idntimes.com/news/indonesia/pertamina/demi-subsidi-tepat-sasaran-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 16:00
                "
"Prakiraan Cuaca Jabodetabek Esok Hari 30 Juni 2022, Sebagian Jakarta Bakal Cerah",https://www.idntimes.com/news/indonesia/timmy-si-robot/prakiraan-cuaca-jabodetabek-esok-hari-30-juni-2022-sebagian-jakarta-bakal-cerah,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 16:00
                "
Selandia Baru Siap Sambut Turis Internasional di Akhir Juli 2022,https://www.idntimes.com/news/world/sonya-michaella/selandia-baru-siap-sambut-turis-internasional-di-akhir-juli,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 15:57
                "
Manajer: Holywings Rugi Bandar Gegara Promo Miras Muhammad dan Maria,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/manajer-holywings-rugi-bandar-gegara-promo-miras-muhammad-dan-maria,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 15:52
                "
"Polisi Bisa Tilang Lewat Kamera HP, Yuk Simak Cara Kerjanya  ",https://www.idntimes.com/news/indonesia/rendra-saputra-2/polisi-bisa-tilang-lewat-kamera-hp-yuk-simak-cara-kerjanya,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 15:46
                "
PT KAI Lakukan Kampanye Lapor dan Cegah Pelecehan Seksual,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/pt-kai-lakukan-kampanye-lapor-dan-cegah-pelecehan-seksual,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 15:39
                "
Polisi: Bar Mr. Braid Promo Threesome untuk Bir Bukan Jasa Seksual ,https://www.idntimes.com/news/indonesia/irfanfathurohman/polisi-bar-mr-braid-promo-threesome-untuk-bir-bukan-jasa-seksual,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 15:22
                "
"Tangani Hoaks saat Pemilu 2024, Bawaslu Godok Kurikulum Pengawasan",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/cegah-hoaks-saat-pemilu-2024-bawaslu-godok-kurikulum-pengawasan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 15:17
                "
"27 Parpol Sudah Daftar Sipol, Siap Bertarung di Pemilu 2024",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/27-parpol-sudah-daftar-sipol-siap-bertarung-di-pemilu,https://cdn.idntimes.com/content-images/post/20220624/whatsapp-image-2022-06-24-at-42315-pm-6de4192ed1f568c6b4021b086c40a1dd_300x200.jpg,"
                    
                    29 Jun 22 | 15:07
                "
"Disebut Picu Polarisasi, Nasdem Nilai Anies Tokoh Islam Moderat",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/disebut-picu-polarisasi-nasdem-nilai-anies-tokoh-islam-moderat,https://cdn.idntimes.com/content-images/post/20200209/20200209-135843-bbddf3c3d85e7e2aade8ce30479dbd66_300x200.jpg,"
                    
                    29 Jun 22 | 15:02
                "
"Cegah PMK, Panitia Kurban di Jakarta Utara Diminta Cek Kesehatan Hewan",https://www.idntimes.com/news/indonesia/deti-mega-purnamasari/cegah-pmk-panitia-kurban-di-jakarta-utara-diminta-cek-kesehatan-hewan,https://cdn.idntimes.com/content-images/post/20210715/img-20210715-wa0030-fc0b2535f56ce52d1c183d736ca19248_300x200.jpg,"
                    
                    29 Jun 22 | 14:44
                "
"Tiba di Ukraina, Jokowi Langsung Kunjungi Puing Apartemen yang Hancur",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/tiba-di-ukraina-jokowi-langsung-kunjungi-puing-apartemen-yang-hancur,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-20537-pm-e5e4220a9618f9afb957dd02fe1f6066_300x200.jpeg,"
                    
                    29 Jun 22 | 14:32
                "
Skotlandia Ingin Gelar Referendum pada Oktober 2023  ,https://www.idntimes.com/news/world/ifan-wijaya/skotlandia-ingin-gelar-referendum-pada-oktober-c1c2,https://cdn.idntimes.com/content-images/community/2021/08/scotland-3658032-640-b0ddb29ced0d0386e2acf5cda1070f5a-1d824933c84cb2acc669bc38789a0bbf_300x200.jpg,"
                    
                    29 Jun 22 | 14:23
                "
"Beredar Stiker Iwan Bule Maju Pilgub Jabar, Gerindra Angkat Suara",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/beredar-stiker-iwan-bule-maju-pilgub-jabar-gerindra-angkat-suarabr,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-125824-pm-76a27583483362438c790c52f526b810_300x200.jpeg,"
                    
                    29 Jun 22 | 14:17
                "
Vladimir Putin: Rusia Akan Menormalisasi Hubungan dengan Afghanistan,https://www.idntimes.com/news/world/anoraga-ilafi/vladimir-putin-rusia-akan-menormalisasi-hubungan-dengan-afghanistan-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/fnawz1px0ail4qu-9946d2b64b240dd1850c8719f35d2ca8-2717626a0b4c73f223e567a2b192a41b_300x200.jpg,"
                    
                    29 Jun 22 | 14:03
                "
"Jelang Penetapan UU Pemekaran Papua, Kondisi di Mimika Kondusif",https://www.idntimes.com/news/indonesia/riky-lodar/jelang-penetapan-uu-pemekaran-papua-kondisi-di-mimika-kondusif,https://cdn.idntimes.com/content-images/post/20220629/img-20220629-wa0055-356dccdce2cfb42082730b1f575396dd_300x200.jpg,"
                    
                    29 Jun 22 | 13:59
                "
Bangunan Roboh di India Tewaskan 19 Orang,https://www.idntimes.com/news/world/pri-145/bangunan-roboh-di-india-tewaskan-19-orang,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 13:48
                "
"Musim Haji, Diaspora Saudi Hadirkan Warung Indonesia ",https://www.idntimes.com/news/world/sonya-michaella/musim-haji-diaspora-saudi-hadirkan-warung-indonesia,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 13:32
                "
Kemendagri Gelar Rakornas Penetapan dan Penegasan Batas Desa,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/kemendagri-gelar-rakornas-penetapan-dan-penegasan-batas-desa,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 13:32
                "
Rumah Padat Karya Surabaya Serap Ratusan Tenaga Kerja  ,https://www.idntimes.com/news/indonesia/ezri-tri-suro-1/rumah-padat-karya-surabaya-serap-ratusan-tenaga-kerja-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 13:15
                "
2 Warga Depok Positif Omicron BA.5 hingga Vaksin Covovax Dihentikan,https://www.idntimes.com/news/indonesia/dicky-12/2-warga-depok-positif-omicron-ba5-hingga-vaksin-covovax-dihentikan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 13:11
                "
Erdogan Minta Swedia-Finlandia Tunjukkan Hasil Tuntutan Turki ,https://www.idntimes.com/news/world/pri-145/erdogan-minta-swedia-finlandia-tunjukkan-hasil-tuntutan-turki-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 13:08
                "
Komisi III DPR Sebut Akan Kaji Penggunaan Ganja Medis Pekan Ini,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/komisi-iii-dpr-sebut-akan-kaji-penggunaan-ganja-medis-pekan-ini,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 12:33
                "
"Mantan Mendagri Era SBY, Gamawan Fauzi Diperiksa KPK dalam Kasus e-KTP",https://www.idntimes.com/news/indonesia/irfanfathurohman/mantan-mendagri-era-sby-gamawan-fauzi-diperiksa-kpk-dalam-kasus-e-ktp,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 12:15
                "
Ini Kata Wagub DKI Soal Nasib Karyawan Holywings Pasca Izinnya Dicabut,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/ini-kata-wagub-dki-soal-nasib-karyawan-holywings-pasca-izinnya-dicabut,https://cdn.idntimes.com/content-images/post/20220324/whatsapp-image-2022-03-24-at-15952-pm-81e9b16640dbcb573301cb4963b4bce5_300x200.jpeg,"
                    
                    29 Jun 22 | 12:14
                "
Wagub DKI: Biaya Operasional untuk Perawatan JIS Tidak Murah,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/wagub-dki-biaya-operasional-untuk-perawatan-jis-tidak-murah,https://cdn.idntimes.com/content-images/post/20200727/2pempr20200727165656-2629a1f860a9975684356ea5e9fad8e0_300x200.jpg,"
                    
                    29 Jun 22 | 12:03
                "
"Raih WTP 9 Kali, Kapolri: Komitmen Transparan Gunakan Uang Negara ",https://www.idntimes.com/news/indonesia/irfanfathurohman/raih-wtp-9-kali-kapolri-komitmen-transparan-gunakan-uang-negara,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-95647-am-1-f0ea6fd2ff10030311298f53b428b239_300x200.jpeg,"
                    
                    29 Jun 22 | 11:49
                "
Kesenjangan Gender Buat Kontribusi Perempuan Indonesia Belum Optimal,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kesenjangan-gender-buat-kontribusi-perempuan-indonesia-belum-optimal,https://cdn.idntimes.com/content-images/community/2022/04/ilustrasi-pekerja-pabrik-b4ab65f9693bb99aebc9cea0d8bba6b6-3f586b43b9563329b22445b50ad1d6d9_300x200.jpg,"
                    
                    29 Jun 22 | 11:29
                "
Indonesia Galang Dukungan untuk Jadi Kandidat Dewan ITU,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/indonesia-galang-dukungan-untuk-jadi-kandidat-dewan-itu,https://cdn.idntimes.com/content-images/post/20211209/kominfo-menteri-johnny-groundbreaking-knowledge-hub-ayh-2-bf8b0add3397ba93d70357ea43a101dc_300x200.jpeg,"
                    
                    29 Jun 22 | 11:26
                "
"76.421 Jemaah Haji Sudah Tiba di Tanah Suci, 14 Orang Wafat",https://www.idntimes.com/news/indonesia/siti-nurhaliza-17/76421-jemaah-haji-sudah-tiba-di-tanah-suci-14-orang-wafat,https://cdn.idntimes.com/content-images/post/20220629/1656396575-e6358dcf53638e9cc1037fa04b442eba_300x200.jpg,"
                    
                    29 Jun 22 | 11:04
                "
Jepang dan Kanada Sumbang Bantuan Kemanusiaan untuk Ukraina ,https://www.idntimes.com/news/world/sonya-michaella/jepang-dan-kanada-sumbang-bantuan-kemanusiaan-untuk-ukraina,https://cdn.idntimes.com/content-images/post/20220627/antarafoto-ln-270622-hp-3-bad0eb8484b0d7bc6698626de7d91205_300x200.jpg,"
                    
                    29 Jun 22 | 10:49
                "
"Bayi Tewas Dianiaya Ibu, Kemen PPPA: Perlu Siap Mental Jadi Orangtua ",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/bayi-tewas-dianiaya-ibu-kemen-pppa-perlu-siap-mental-jadi-orangtua,https://cdn.idntimes.com/content-images/post/20191122/tawuran-mahasiswa-nomensen-4-2fd983b0cfbbe81db10a4b5729f45a6a_300x200.jpeg,"
                    
                    29 Jun 22 | 10:22
                "
"Puncak Haji di Armuzna, Jemaah Lebih Nyaman Ada Tenda dengan AC",https://www.idntimes.com/news/indonesia/siti-nurhaliza-17/puncak-haji-di-armuzna-jemaah-lebih-nyaman-ada-tenda-dengan-ac,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 10:11
                "
Hamilton Spa Ditutup Permanen Imbas Acara ‘Bungkus Night’ ,https://www.idntimes.com/news/indonesia/irfanfathurohman/hamilton-spa-ditutup-permanen-imbas-acara-bungkus-night,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 10:01
                "
"Buntut Unggah Dokumen Sahroni, Adam Deni Divonis 4 Tahun Penjara",https://www.idntimes.com/news/indonesia/sandy-firdaus/buntut-unggah-dokumen-sahroni-adam-deni-divonis-4-tahun-penjara,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 09:49
                "
Komisi VIII DPR Siap Dukung Kesuksesan Sentra Kemensos ,https://www.idntimes.com/news/indonesia/marwan-fitranansya-1/dukung-kesuksesan-sentra-kemensos-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 09:45
                "
"MUI Haramkan Vaksin Covovax Haram, Ini 5 Rekomendasi untuk Pemerintah",https://www.idntimes.com/news/indonesia/sandy-firdaus/mui-haramkan-vaksin-covovax-haram-ini-5-rekomendasi-untuk-pemerintah,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 09:36
                "
Polisi Selidiki Promo Jasa Threesome di Bar Kebayoran Lama yang Viral,https://www.idntimes.com/news/indonesia/irfanfathurohman/polisi-selidiki-viral-promo-jasa-threesome-di-bar-kebayoran-lama,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 09:27
                "
Indonesia Berangkatkan 150 Tenaga Kesehatan ke Arab Saudi,https://www.idntimes.com/news/indonesia/ridho-fauzan-2/menaker-ida-tenaga-kesehatan-arab-saudi-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 09:07
                "
"Kasus Harian COVID-19 di Singapura Meledak, Tembus 11 Ribu",https://www.idntimes.com/news/world/sonya-michaella/kasus-harian-covid-19-di-singapura-meledak-tembus-11-ribu,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 09:07
                "
Waspada! Gelombang Tinggi hingga 4 Meter Ancam Wilayah Pesisir ,https://www.idntimes.com/news/indonesia/siti-nurhaliza-17/waspada-gelombang-tinggi-hingga-4-meter-ancam-wilayah-pesisir,https://cdn.idntimes.com/content-images/post/20200604/antarafoto-gelombang-tinggi-di-pesisir-ampenan-270520-as-2a-dfdaee96f6bf76c11adf4ef291645a89_300x200.jpg,"
                    
                    29 Jun 22 | 09:05
                "
PBB: 10 Tahun Perang Suriah Tewaskan Lebih dari 300 Ribu Orang,https://www.idntimes.com/news/world/pri-145/pbb-10-tahun-perang-suriah-tewaskan-lebih-dari-300-ribu-orang-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/mahmoud-sulaiman-yi441ziw2ak-unsplash-2d588b538864a3b2a1a0b557d321694d-0cbed9f08fca17f4cb2d9b8b2878e4fa_300x200.jpg,"
                    
                    29 Jun 22 | 09:01
                "
Ma'ruf Amin: Nikah Beda Agama Tak Sesuai Fatwa MUI,https://www.idntimes.com/news/indonesia/sandy-firdaus/maruf-amin-nikah-beda-agama-tak-sesuai-fatwa-mui,https://cdn.idntimes.com/content-images/post/20200318/antarafoto-kunker-wapres-ke-riau-060320-fba-1-afd9e146ee5860c4096bcb5f299ca7d2_300x200.jpg,"
                    
                    29 Jun 22 | 08:55
                "
Perusahaan Teknologi Turki Sumbang 3 Drone TB2 untuk Ukraina,https://www.idntimes.com/news/world/zidan-patrio/perusahaan-teknologi-turki-sumbang-3-drone-tb2-untuk-ukraina-c1c2,https://cdn.idntimes.com/content-images/community/2021/10/fbqk3lkvgbmax-n-d39f0138309a158e0cc4a8ee6637b53f-34517c03f1b0ffe19095470d68855bc0_300x200.jpg,"
                    
                    29 Jun 22 | 08:40
                "
[UPDATE] Prancis Catatkan Penambahan Kasus COVID-19 Tertinggi di Dunia,https://www.idntimes.com/news/world/sandy-firdaus/update-prancis-catatkan-penambahan-kasus-covid-19-tertinggi-di-dunia,https://cdn.idntimes.com/content-images/post/20210722/whatsapp-image-2021-07-22-at-100635-am-1-625416d9ff663665c660394e6fef016f_300x200.jpeg,"
                    
                    29 Jun 22 | 08:34
                "
Potret Jokowi Naik Kereta Api dari Polandia ke Ukraina,https://www.idntimes.com/news/world/muhammad-ilman-nafian-2/potret-jokowi-naik-kereta-api-dari-polandia-ke-ukraina,https://cdn.idntimes.com/content-images/post/20220629/whatsapp-image-2022-06-29-at-032844-2a0c099af774f365d7004737a88dc6ce_300x200.jpeg,"
                    
                    29 Jun 22 | 08:23
                "
AS Bunuh Pemimpin Senior Hurras al-Din Terkait Al-Qaeda di Suriah,https://www.idntimes.com/news/world/zidan-patrio/as-bunuh-pemimpin-senior-hurras-al-din-terkait-al-qaeda-di-suriah-c1c2,https://cdn.idntimes.com/content-images/community/2020/05/aksi%20terorisme_300x200.jpg,"
                    
                    29 Jun 22 | 08:19
                "
"Fakta-Fakta Rappler dan Maria Ressa, Sempat Punya Biro di Indonesia",https://www.idntimes.com/news/world/sonya-michaella/fakta-fakta-rappler-dan-maria-ressa-sempat-punya-biro-di-indonesia,https://cdn.idntimes.com/content-images/post/20220629/maria-ressa3-85dc71cf3f1fe8633526c0c93b3b5358_300x200.jpg,"
                    
                    29 Jun 22 | 07:57
                "
"Ganti 22 Nama Jalan, Anies Diminta Tak Lupakan Jasa Ali Sadikin",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/ganti-22-nama-jalan-anies-diminta-tak-lupakan-jasa-ali-sadikin,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 07:50
                "
"Dokter Australia: Ganja Kok Dianggap Obat, Padahal Risetnya Sedikit",https://www.idntimes.com/news/indonesia/dini-suciatiningrum/dokter-australia-ganja-kok-dianggap-obat-padahal-risetnya-sedikit,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 07:02
                "
Cuaca Hari Ini 29 Juni 2022: Batam Berawan Sepanjang Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-hari-ini-29-juni-2022-batam-berawan-sepanjang-hari-1,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 07:00
                "
Kesaksian Korban Serangan Rudal Rusia di Mall Ukraina: Itu Neraka!,https://www.idntimes.com/news/world/zidan-patrio/kesaksian-korban-serangan-rudal-rusia-di-mall-ukraina-itu-neraka-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 07:00
                "
Cuaca Hari Ini 29 Juni 2022: Bekasi Berawan Siang dan Sore Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-hari-ini-29-juni-2022-bekasi-berawan-siang-dan-sore-hari,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 06:45
                "
Cuaca Hari Ini 29 Juni 2022: Bogor Berawan Sepanjang Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-hari-ini-29-juni-2022-bogor-berawan-sepanjang-hari,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 06:30
                "
Cuaca Hari Ini 29 Juni 2022: Jakarta Cerah Siang dan Sore Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-hari-ini-29-juni-2022-jakarta-cerah-siang-dan-sore-hari,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 06:15
                "
Cuaca Indonesia 29 Juni 2022: Jawa Timur Cerah Sepanjang Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-indonesia-29-juni-2022-jawa-timur-cerah-sepanjang-hari-1,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    29 Jun 22 | 06:00
                "
