,user_name,user_location,user_description,user_verified,date,text,hashtags,source
0,𝓊𝓃𝒾𝒸ℴ𝓇𝓃 𝓈𝓉𝒾𝓃k 𝓈 ✨Flo🫶🏽//LOVE THEORY,"White, she/her",42 and biggest stan out here! .,False,2022-04-26 23:59:59,Feel better https://t.co/pr64Eorfta,,Twitter for iPhone
1,Reema🕊,🇶🇦,Virgo♍️,False,2022-04-26 23:59:59,I want you to be my beginning and my end ..,,Twitter for iPhone
2,k,Lebanon,☭,False,2022-04-26 23:59:59,Sammy Gemayel looks like an old version of morty from rick and morty and I can’t unsee it.,,Twitter for iPhone
3,Lolen🎭,,"I'm a bad guy.. a terrible person, babe... @eatingpussc",False,2022-04-26 23:59:59,@cozyoofy i am fine and well,,Twitter Web App
4,SHAWON MOORE,Minneapolis/Las Vegas,"FULL FIGURED MODEL, MANAGER FOR JAZZEE MONAE BRAND AMBASSADOR AT WICKED BODY FRAMEZ, OFFICIAL ANOCKII GIRL Booking SHAWON MOORE Call/Text 320-318-0169",False,2022-04-26 23:59:59,@lanelllawson THAT PART,,Twitter for iPhone
5,Miguel Oliveira,Portugal,"I have no idea what I’m doing but I know I do it really, really well...
All photos by myself even the bad ones!",False,2022-04-26 23:59:59,@BugsOfArt Summer on my own town https://t.co/BtVh63PUkS,,Twitter for iPhone
6,sam,"Minnesota, USA","(she/her) knitter of socks, eater of bagels",False,2022-04-26 23:59:59,@scottwardadd @spookybeees Thank you! I think like three weeks? Just keeping myself busy while watching tv haha,,Twitter for iPhone
7,Anonymous Gray Knight,Where ever needed,Be without FEAR in the face of your enemies. Be Brave & Upright that God may love thee. Speak Truth always even if it leads to Death. Safeguard the Helpless.,False,2022-04-26 23:59:59,@MrCrazyG_17 Glad to hear it &amp; happy to see you back bro! 👊,,Twitter for iPhone
8,Michael Warren,,,False,2022-04-26 23:59:59,East Hempfield Weather Data  8:00 PM Temp 56.3F Humidity 97% Wind 1.8mph W Gust 8.7 mph  W Rain 0.08 Barometer 30.008,,Weather Display Tweet
9,Jillian,"Austin, TX",Safety lights are for dudes. She/her. BLM.,False,2022-04-26 23:59:59,I ordered pizza from an undisclosed National Chain and they quoted me 25-35 min for delivery. Going on an hour+ now. This place constantly does this and I never learn 😞,,Twitter for iPhone
10,Absolutus,"Москва, Россия",FPGA engineer at the Skolkovo Institute of Science and Technology. Nanomaterials lab. MSc in Electrical Power Engineering (The University of Edinburgh).,False,2022-04-26 23:59:59,"@BinaryBarkode @lexfridman @elonmusk Wrong, I wouldn’t say it, simply because the prices for oil were known and the distance coverage was constrained. People could afford and travelling, import/export economy benefits. To seek truth numbers are best friends. We don’t have enough petrol for making space industry.",,Twitter for iPhone
11,nath hrts bambi🦕,she/her no stunts,harry is goose,False,2022-04-26 23:59:59,my head is throbbing almost as much as dicks in fanfiction,,Twitter for iPhone
12,Wylie Menefee,,"Husband..Father..
It's really a marathon so grind hard and be thankful for your blessings.",False,2022-04-26 23:59:59,"Kid gonna be different..Only a Freshman c/o 2025 #db/#ath 
Chase Menefee @ChinoHills_FB 
@K12Elite @alecsimpson5 @CJPollard1 @CoachCherokee @CoachTB02 @chapellebrown5 @CoachJayMitch https://t.co/UJpFLSFCHw","['db', 'ath']",Twitter for Android
13,The Dread Pirate Mark Brooks,"Atlanta, GA","Artist for Marvel and DC and annoyance for @brideofdiablo. 2X Eisner and Ringo nominee, SDCC Inkpot winner and NYT best selling artist. Also adorable.(he/him)",True,2022-04-26 23:59:59,Hearing a lot of people saying they lost a bunch of followers over the last 2 days. I went down 50 or so but the follow rate seems to have increased since then. Bots? New users? New algorithm?,,Twitter for iPhone
14,💜Redeyes55💜,,"Hello. I’m into Space/Technology, anime, Nintendo, Pokémon, Minecraft, and I have autism. (She/her)",False,2022-04-26 23:59:59,@slater_jona I would pick 6-7.,,Twitter Web App
15,"Relax, Unwrap & Unwind",In line at 5 a.m. at WalMart,"I open packs of trading cards at a chill pace, appreciating each card as if it were a 2x3.5 inch Picasso. Chicken noodle soup for the collector. #slowbreak",False,2022-04-26 23:59:59,"WHOLESOME #BASEBALL CARDS

#slowbreak #relaxunwrapunwind #wholesomebaseballcards #mlb #topps @topps #tradingcards #sportscards https://t.co/F1JaPMG1i7","['BASEBALL', 'slowbreak', 'relaxunwrapunwind', 'wholesomebaseballcards', 'mlb', 'topps', 'tradingcards']",Twitter Web App
16,Never Doubt You're Doing the Right Sales Action!,"Greenbrae, CA","Upgrades any CRM for top Sales Reps
24/7 Sales To Do Action Plans 
Who to call & When 
Prioritized leads w actions
Close %
#Salesforcepartner 
#Salesforce #CRM",False,2022-04-26 23:59:59,Reasons to Invest in a new CRM https://t.co/3hgvvwwABQ #CRMSpaceinfo #Salesforce #CRM #business #Sales,"['CRMSpaceinfo', 'Salesforce', 'CRM', 'business', 'Sales']",Twitter Web App
17,taeyong falocentrismo,,adm da taeyong brasil ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,False,2022-04-26 23:59:59,"who will fix me now? dive in when im down? save me from myseeelf dont let me drooooown
https://t.co/GOdX7lbGIi",,Twitter for iPhone
18,General Ripper 🇺🇦🇨🇿🏴‍☠️🇺🇸,Evading capture,"“До біса Путіна”
#StandswithUkraine #MMIW #BLM 

Tweets are for my own amusement. I'm easily amused
I'm not quite ""woke,"" I keep hitting snooze",False,2022-04-26 23:59:59,Rand's line is that these countries were part of the Soviet Union. They were never part of Russia. The Soviet Union ceased to exist so it can't claim any right to anything. Russia could rename itself The Soviet Union. Then we can send all you MAGAts there. https://t.co/C1JIQ38isv,,Twitter Web App
19,Matt S,,it is what it is,False,2022-04-26 23:59:59,@elaine_belloc @THEREALRTU @YouTube You can barely hear the other person on the “phone”. There’s no way of knowing who he was talking to,,Twitter for iPhone
