,user_name,user_location,user_description,user_verified,date,text,hashtags,source
36,Inevergiveup,Looking at the charts,"A pleb that wont give up
A body of a Greek God
A mind of a spineless amoeba 
Trader wannabe 
Civil Engineer
Personal trainer",False,2022-04-22 15:59:23,@cryptozimba 😂😂😂 These guys come up with crazy shit,,Twitter for Android
37,day ✘,txt; en-; hie,nyangnyangz love bot,False,2022-04-22 15:59:23,WHAT HOW?? LITTLE?? https://t.co/hFsm46ep64,,Twitter for Android
38,AVFCCJ,"Belfast, Northern Ireland",17,False,2022-04-22 15:59:23,@ViIlaI_ Ramseys a lot younger tho so maybe he meant for the future,,Twitter for Android
39,Sky247,India,"Sky247 is a destination for all real-time sports content. Proud partner of @t10league, PSL, LPL and UAE Friendship Cup.",False,2022-04-22 15:59:23,"Jos Buttler's century helps Rajasthan to score 223/2 in 20 overs; can Delhi chase it?

(📸 : BCCI)

#JosButtler #Century #Rajasthan #IndianT20League2022 #Cricket #SKY247 #Socialmedia https://t.co/Wx299DN1oV",['JosButtler'],Twitter Web App
40,Akashi30.eth,,"I'm late. I'm early. And yet. .. I'm still ahead...
AKA @apedillaprod
@0xApes_NFT 12569, @doodbeast x3, @0xMAYC @AesApesNFT 132",False,2022-04-22 15:59:23,@keph_art Thx fam 🤝,,Twitter for Android
41,0xALLΞN.eth,Reality,"Enjoying the Social Meme Factory art era. 
The future is multichain. PNG trafficker. LoFi maxi.
#Web3. #DeFi. #NFTs. #CryptoPunks. #BAYC 
@VaynerNFT, @dotearth_",False,2022-04-22 15:59:23,"11/ Now what?
 
We're giving away 500 special NFTs. You have a chance to claim one if you:
 
1. Drop your ENS handle below THIS subtweet by April 23, 1PM UTC
2. Own an NFT from our ""Kin"" collections below.
 
Then what? Join our Discord: https://t.co/k5hTsthAs0",,Twitter Web App
42,🍂 The Pectrichory 🍄,Your Yard,"Doublewoke ungood.

Secessionary politics are the only politics in America that are worth a damn. Everything else is fiddling while Rome burns.",False,2022-04-22 15:59:23,"ha ha, we took over your religion and are wearing as a skin suit while demanding respect and yours is actually false

I'm an atheist and I find these people every bit as revolting as you do.",,Twitter Web App
43,Alfred Twu,"Berkeley, CA","Candidate for AC Transit Board, At-Large - Campaign website: https://t.co/yRkbdnn3eY  East Bay architect & commercial artist. Retweet/follow/like≠endorsement",False,2022-04-22 15:59:23,Also some mid century modernism 🐦 #architecture https://t.co/Xoyl4kOOym,['architecture'],Twitter for Android
44,🏁🟥 🦕Judith Berridge - Respect My Sex 🦕,Huddersfield,Lesbian.  All I want For 2022 is no males in female single sex spaces.  None at all.  No thank you.,False,2022-04-22 15:59:23,@LDRSurrey @SurreyPCC @CrispinBlunt Quite right too.  Vexatious complaints are best ignored.,,Twitter for iPad
45,sandy,"New York, USA",that’s wild 🌻 personal Instagram: sandy.sep   ///   thrift Instagram: thriftysep,False,2022-04-22 15:59:23,@darthanddogs I have another one too!!! I’m gonna drop them on my thrift insta on Tuesday ☺️,,Twitter for iPhone
46,thia 티아 ✿,she/her 🇲🇾,Loud af when it comes to NCT 🌹🐰 (sb to unfollow) | Jeong Siho's 여자 친구 ( ◜‿◝ )♡,False,2022-04-22 15:59:23,"WTS 🇲🇾

Mark Matching Card set. RM13 excl ems + postage. DM if interested.

#pasarNCT #PasarNCTmy @pasarNCT @pasarNCTmy https://t.co/hHtzb7alAD","['pasarNCT', 'PasarNCTmy']",Twitter for Android
47,iris ꕤ,she/her • 02z • jakehoon lvr ♡,♡ْ         stay with us till the end   #JAKE        ♡ْ,False,2022-04-22 15:59:23,@hoonloverbot @IoveIyjaeyun  here,,Twitter for Android
48,cameron smith,"Scotland, United Kingdom",mufc❤️ rfc💙 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿,False,2022-04-22 15:59:23,@Steve_5604 @ChelseaFC What for 150 million🤣,,Twitter for iPhone
49,MirrorkatFeces,Gaming ,"He/Him 🙋‍♂️ /Below-Average Content Creator /Philadelphia Fusion Fan #FusionClutch /The Homie, Clapper of Cheeks",False,2022-04-22 15:59:23,"@Bjorkphobia @Bloopbleepwow @JawsCasts Moira has mobility, Zen does not",,Twitter for iPhone
50,Payoneer Customer Care,,"Welcome to Payoneer's official handle for customer inquiries. For industry tips & Payoneer updates, follow @Payoneer",False,2022-04-22 15:59:23,@R_Odunga Hey. We've replied to your DM.,,Verint Messaging
51,The Daggit,,,False,2022-04-22 15:59:23,"@Kevin_Maguire @DailyMirror WAKE UP, it’s all about political power! A vote of no confidence?? Tories will not remove Boris! The Tory party are unfortunately the untouchables, now the electorate are starting to believe, our political system is totally corrupt and democracy is just a word in the dictionary!!",,Twitter for iPhone
52,Céline Heijnen,The Netherlands,🇳🇱/31/ Freelance 2D Animator/Cleanup Artist/Illustrator. Animator for @NotDeadYetPro. Icon by @DavidToons_ /Business email: cinedragonproductions@gmail.com,False,2022-04-22 15:59:23,@THECRYPTIDKING @bonappletater @uwunusannus With a pickle?? XD,,Twitter Web App
53,탱거벨.,. Havens.,"GENRP; NOT REAL ⟋ Like a grownup who grew tall but is still a child, your insincere words made me choose feelings that I can’t handle. 🌙🏹",False,2022-04-22 15:59:23,"@csiwonchoi Not this song, oppa. 😭",,Twitter for iPhone
54,MEMEchester United,Manchester,"Glazers OUT
Fletcher OUT 
Judge OUT
Arnold OUT 
Murtough OUT",False,2022-04-22 15:59:23,"@UtdDistrict @fredcaldeira Fuck ... and that's why this club NEVER comes back to the top.

This is the first ""transfer"" we already have",,Twitter Web App
55,amir leaks,he/him ,Oh you just fine being a side piece? Fck outta my face mac n cheese. (a parody acc),False,2022-04-22 15:59:23,@StallionSideHoe @leoxeloo @VirH0e Nawl mia you gon hear from me TUHDAY,,Twitter for iPhone
56,isaac,15 (he/him),lee chan official instagram account (REAL),False,2022-04-22 15:59:23,THIS IS A DUDE FROM MCND?? https://t.co/ULY2P9qp84,,Twitter for Android
57,Thewidowmaker🇮🇳 🇧🇷 🇷🇺,,"@Thewidowmaker11
Lil PEEP 
I post some offensive shit so...
Gigio and Neymar enjoyer
#superstraight
@PSG_Inside
@neymarjr
@gigiodonna99
@CBF_Futebol",False,2022-04-22 15:59:23,@Harryspriv4 @EndlesslyParis1 why not?,,Twitter Web App
58,LondonBento,"London, United Kingdom ",Tech evangelist and family guy,False,2022-04-22 15:59:23,@CryptoCapo_ I don’t believe you are planning to go all in on the very ‘exact bottom’ right? (Like people here assume) buying a range right…?,,Twitter for iPhone
59,Joe,,,False,2022-04-22 15:59:23,@DeadByBHVR Anyone else not getting double XP right now?,,Twitter for Android
60,BRAVE Leather,"Toronto, Ontario",BRAVE Leather is art inspired by its process. Makers of fine leather goods for Men and Women ethically made in Canada. #accessories #madeincanada,False,2022-04-22 15:59:23,"The original Giovana eco-leather tote bag. 
Handcrafted from vegetable tanned Italian leather. We designed this practical shopper tote to carry all our daily essentials in style. Vachetta leather feels soft to the touch and will age beautifully over time.

Our mission: To ma… https://t.co/20RITaYaaE",,IFTTT
61,🎸Myla🎸,Pfp by Damonfive0,"| watch ace attorney z | transfem | she/her | single | bi, female lean |",False,2022-04-22 15:59:23,@lesbicyn I’d still rather them improve their retro systems and actual online connections!,,Twitter for iPhone
62,nao,SheHer,some of u are not #haruto and that is not ok. change who u are,False,2022-04-22 15:59:23,"you're always worth the wait, jeongwoo🥹🫶🏼",,Twitter Web App
63,MAKUNDI,"Kilimanjaro, Tanzania","Kilimo biashara / Agrobusiness.

Chuo Kikuu cha kilimo cha Sokoine / Sokoine University of Agriculture",False,2022-04-22 15:59:23,she is the world @nickminaj https://t.co/nCDXhkPbwE,,Twitter for Android
64,Constantine,,,False,2022-04-22 15:59:23,@ben_jay18 @a1david8 @ladiipupo Shittt they do look alike,,Twitter for iPhone
65,Mongabay,Global,"We're an award-winning, 23-yr old nonprofit media outlet providing daily news & inspiration from nature's frontline in 10 languages via 5 international bureaus",True,2022-04-22 15:59:23,Data show decline in Indonesian fish stocks amid push for higher productivity https://t.co/S1rIytDw2n,,Echobox
66,Inquirer Opinion,Philippines,"Follow for editorials, columns & commentaries, Young Blood, Letters to the Editor, Talk of the Town. Chato Garcellano leads with Inquirer Social Media",True,2022-04-22 15:59:23,ICYMI: How the Ukraine war must remake Europe https://t.co/ihg9UNx61P,,Echobox
67,V/H/S,,yo! My name's VHS. Learning music stuff and continuing to learn with art stuff. Vibin to vtuber and video game songs daily,False,2022-04-22 15:59:23,"@Christ1one You're at school, it really couldn't get any more boring",,Twitter for Android
68,🌼MomARIES♈️,,Ja’Karr Muva 👩‍👧,False,2022-04-22 15:59:23,@tiste03 Lmao naw pick another word 😂 ion like that one already,,Twitter for iPhone
69,august 🍂 HS DAY!!!,she they ic irrttggg,dream reads heartstopper (real),False,2022-04-22 15:59:23,HES ENDING???,,Twitter for Android
70,Harshit Sharma,"Madhya Pradesh, India",I love cricket 🏏🏏❤️☺️ & shayari,False,2022-04-22 15:59:23,One more for ...  @josbuttler https://t.co/87GBsnHlRN,,Twitter for Android
71,Husn Hai Suhana,Lahore,Dishonor! Dishonor on your family! Dishonor on you! Dishonor on your cow!,False,2022-04-22 15:59:23,Omg happy birthday Earth,,Twitter for iPhone
72,🐳💜Miswa_J ⁷ 💜🐳BTS PTD in LA 2021 & Vegas 2022,,"Fun loving, adventure seeking! BTS Army Noona💜 OT7 forever! Kdrama fan💕",False,2022-04-22 15:59:23,@staeyughe Same person 🐰 https://t.co/n9cvBZGqOA,,Twitter for iPhone
73,Joseph Phillip Daniel,Seated in heavenly places,"/A prophet/ An ambassador of the Lord, Jesus Christ of Nazareth/ Like the wind/ A follower of the Holy Spirit/ A priest, a king & an adopted son of God/",False,2022-04-22 15:59:23,God is good. https://t.co/456pRKsIPK,,Twitter for iPhone
74,KG,"180 Hitchin Road,Arlesey",,False,2022-04-22 15:59:23,@BTCTN Double your $Matic 👉🌏 @PolygonEvent,,Twitter Web App
75,NevaRest Productions,"Florida, USA",Taken & Father of 4 +2 / #supercommunity supporter / lover of music,False,2022-04-22 15:59:23,@BlueChimpz @Mutantapewife @EmilyLazar_SM @NFTMEDIABOX @NFTAvatarMaker @DebonairApe @PixelSaurusNFT @WAllianceNFT @RealCatsNFT @ChallengeNFTs @mofonft @PastelPersons @DinoFamNFTs @OG_Ape_Club Got mine...... did you? #supercommunity #muchlove https://t.co/S4RA2mYeJ1,,Twitter for Android
76,Miles cries,"England, United Kingdom","Hey sweeties it's miles! 😜😜

FREE Only fans link below 😘",False,2022-04-22 15:59:23,@fukurocos Aesthetically velvet bunnysuits. being able to exist? Vinyl ones😩,,Twitter for Android
77,♛ACE♛,"🖤Ships:
•M♡ 17-02-20• •N♡ 27-11-21• •R♡ 16-02-22• 
•K♡ 27-02-22•

Added Faves: 
Emris’ Doggie♡ 
Parker’s Cinnabon♡ 
Raven’s Bear♡ ","✎: Concept Writer🖤 Your local Fallen Angel🫶🏻 Management & 1/8 of Ateez under @Aethracorp ||Admin info: 24ooc, He/Him (FTM) taken🖤",False,2022-04-22 15:59:23,@ghcstvision I’ll buy you something sweet after?,,Twitter for iPhone
78,Yaroslav Gavrilov ,"Москва, Россия","SQA engineer (iOS, iPadOS). I write interesting IT articles. Perfectionist. I love nature, cars and photography.",False,2022-04-22 15:59:23,"course, these options are not free. Only 5 GB of storage is available for free to each owner of a Beeline SIM card. Import of any files from Dropbox has also appeared in Beeline Cloud. As the press service emphasizes, all data of Beeline Cloud users is stored in encrypted form,",,Twitter for iPhone
79,MyHangoutArea,"Toronto, Ontario, Canada","Like, Favourite, Share and Play!

We're a game on Roblox! Our game has 5K+ monthly active users, and our organization is growing rapidly! A game on Roblox!",False,2022-04-22 15:59:23,"Help my mom on YT: https://t.co/wT5RU1ZDfI

#UkraineRussiaWar 
#UkraineUnderAttaсk 
#UkraineRussia 
#Ukrainian 
#Ukriane 
#RussiaUkraineWar 
#RussianWarCrimes 
#Russian","['UkraineRussiaWar', 'UkraineUnderAttaсk', 'UkraineRussia', 'Ukrainian']",Twitter Web App
80,Lewis 👁 Brandwine 🇺🇦,"Great Neck Plaza, NY","Hippie Radical Bastard, MFA Studio Arts, MFA Art History, NYU, Systems Engineer, Healthcare IT. EMI Studios, UK, Microsoft Partner, A Romantic, New York City",False,2022-04-22 15:59:23,Subway getting Artsier these days… https://t.co/aFfw678Gzh,,Twitter for iPhone
81,Paul Holliday,Goole,,False,2022-04-22 15:59:23,@Jerry_03_Page I prefer darker split faced tiles,,Twitter for iPhone
82,Maw_win,,𝐃𝐨𝐧'𝐭! 𝐉𝐮𝐬𝐭 𝐃𝐨𝐧'𝐭 take my shts seriously,False,2022-04-22 15:59:23,"Waaawwww, self centered lmao",,Twitter for Android
83,ackter,UK,Wanna follow someone who looks like ugly Will Riker had a transporter accident with fat James Dean Bradfield? I'm your guy.,False,2022-04-22 15:59:23,"Your daughter opened the show for her album Hold Your Horses, but I cant remember anything about the venue or actual date of the gig. Then again you'd had one or two drinks by then so maybe your memory of it is worse than mine",,Twitter Web App
84,Miss Kita,,https://t.co/6IQVTkoC35,False,2022-04-22 15:59:23,Why would you fuck me if you ain’t trust me?? Yeah a dummy,,Twitter for iPhone
85,Brewerz,,"NFT trader by day, crypto gamer by night. Started as a twitch streamer but started to dive into NFTs and crypto. Nothing I say is financial advice, I'm a degen.",False,2022-04-22 15:59:23,@NFTGOD23 @LowkeyDippie @DippiesNFT The rainbow hair with the white bandana is a cool combo I haven’t seen. Awesome new pfp!,,Twitter for iPhone
86,EverbladeEZ,,"Logic = Understanding.
Context is important.",False,2022-04-22 15:59:23,"@lunamitaro Dynamic Future King of the Pirates and Elegant Queen"" https://t.co/jA4XsZJPd7",,Twitter for Android
87,Alex Styl (Jetpack Compose tips),,Left my high paying job to help devs build brilliant apps at https://t.co/xLu2AoWxnr • 10 years of Android Development • ex-Apple,False,2022-04-22 15:59:23,"Other than the Jetpack Compose shorts there is one more thing happening behind the scenes.

I have been working on the contents &amp; layout of the promised 'View to Composable' e-book. 

Today I want to share with you the very first update! 🚀📚",,Twitter Web App
88,🦖 Edward 🦕 | Jurassic Era,México,"I love movies, books, and Jurassic Park. He/Him. ):)",False,2022-04-22 15:59:23,@cindymoretzer HE’S GROWING SO FAST 😭,,Twitter for iPhone
89,laurene,,,False,2022-04-22 15:59:23,"@Sflecce Can you please extend the days retired teachers can work again. I would like to continue working in May and June, but I've just gone over the 95 days. Occasional teachers are desperately needed #tdsb",,Twitter Web App
90,Jace Craft-Miller⚡️🏎 🛻🤓,,CLE. Great Lakes lover. NASCAR. F1. CLE Sports. Blue Oval boy.,False,2022-04-22 15:59:23,@charleslewis58 @alexmd2 Read my other replies. More stops = more risk than just range IMO. Chargers are always like right off the highway and such.,,Twitter for iPhone
91,Lorenzo ☭,,"Maoist,  mixed,  main: @lorenzo__415.",False,2022-04-22 15:59:23,@DisciplePeople6 @leninist_autie @taderfxt How would the sex trade operate under communism?,,Twitter for iPhone
92,syun🐱,they/he/she,⬇️🦊 | 20 | i write sometimes | -17 dni,False,2022-04-22 15:59:23,i cant believe i have him all sprawled out and yet i cant fuck him like wtf lol. this is my final straw https://t.co/s2f4jihYpn,,Twitter for iPhone
93,coffee/toby!🍂 HEARTSTOPPER IS OUT,any pronouns || 15y,"me and ranboo watching true crime videos! || LOOKING LIKE U SAW A GHOST, MOVING LIKE A #POLTERGEIST !!!",False,2022-04-22 15:59:23,oh didn't know dream is live :o,,Twitter for Android
94,Cynthia,,".... just a bit of starlight twinkling on by...author, counselor, grandmother and lover of astrophysics and the stunning profusion of life on earth and beyond.",False,2022-04-22 15:59:23,@KyivIndependent Too much talking.,,Twitter for Android
95,britt 🤎,she/her | 23 | love is love,hamrussy enjoyer | man city | oilers | certified hater,False,2022-04-22 15:59:23,I’m jumping,,Twitter for iPhone
96,Kiyong,#CASTLE,"⌗ 𝗙𝗜𝗖𝗧𝗜𝗢𝗡𝗔𝗟 ╱ 1992 : 
Parody of Jang Ki Yong",False,2022-04-22 15:59:23,"Most gentlemen

https://t.co/jqJt3ovomh",,Twitter for Android
97,Gettin’ Diggy with It 🏈,Go Bills,Full service travel agent #BillsMafia,False,2022-04-22 15:59:23,@BrotherBill716 @niccarolinet Happy birthday Nicole!,,Twitter for iPhone
98,Cat Bastard Quinn,Right Behind You 😈,"Communist. History, LOTR, punk. Battleship nerd. Chaotic Neutral. Catboy. Korean. He/They. Alt account @QCat69. 21",False,2022-04-22 15:59:23,@SuleimanMyMan They did one with Napoleon but his head kept distorting which made it funnier tbh,,Twitter for iPhone
99,H 🎹🎸🥁,,"For #HUENINGKAI Hue-ranghae, KIB",False,2022-04-22 15:59:23,"You can never convince me brands aren't looking out for this guy...Go off Kamal, show them how it's done. 🖤🔥 
#HUENINGKAI https://t.co/SVz0UU9lKO",,Twitter for iPhone
100,Lanaaaaa,,,False,2022-04-22 15:59:23,@nycsouthpaw Just some light treason.... https://t.co/SZCgbYw8rM,,Twitter for Android
101,Marianne O'Shea,,"Community Worker; Lecturer. Care about #Equality, #SocialJustice & #HumanRights: Local, national, international. Ramblings my own.",False,2022-04-22 15:59:23,PA services provide an essential foundation for people to live the lives they want to live. It is beyond time. https://t.co/nauba1N7pZ,,Twitter Web App
102,The Sun Showbiz,London,The latest showbiz news and juiciest insider gossip from @TheSun. Give us a like on Facebook too: https://t.co/xCPlgyxspO,True,2022-04-22 15:59:23,Mark Wright &amp; Michelle Keegan look incredible as they model new activewear line https://t.co/pbrVPbaXIW,,Echobox
103,Lorraine Petersen,Worcestershire,Independent Educational Consultant - Former Chief Executive of nasen. Enjoys travel and theatre,False,2022-04-22 15:59:23,@PurplePenny9 @JCPhillips1983 @sencochat @SENBooks @nasen_org @SencoForum @gdmorewood @elly_chapple @SendcoSolutions @gfreeman2012 Thank you,,Twitter for iPad
104,nicka.,she / her | minor,writing account. on-going au.,False,2022-04-22 15:59:23,@hikawnimikki_ TRUEEEE,,Twitter for Android
105,modar osman,United States,Hi,False,2022-04-22 15:59:23,@OnTheDownLoTho I WANT WHAT YOU'RE HAVING,,Twitter for Android
106,jakey 𓆏,baronduki@gmail.com,Lv 27 | Artist | Super Saiyan & Pokemon Master | INFP | Nintendrone | Microwaves Tea | Twitch: @Baronduki,False,2022-04-22 15:59:23,"So many things are put on hold right now, and I was in such a groove… this injury really feels like it’s stunting the mental and physical progress I’ve made so far in 2022.

It’s not like I can do anything about it, so I’m just trying to stay positive. 😂",,Twitter for iPhone
107,Lynn Pearce,"Kingston upon Thames, London",I read a lot of books . Follow athletics all around the world. Support Chelsea FC. Nanny to 9 wonderful grandkids,False,2022-04-22 15:59:23,@Mprendergast @marktierney Their big gorgeous eyes and their loyalty,,Twitter for iPhone
108,Peter Rogers,,"Roadie, Minder, Driver, and general gopher @musicsrb. For any Samuel Rogers bookings/enquires, get in touch!! ...Keep It Real!! ...Sound!!",False,2022-04-22 15:59:23,@CorynB27 Thank you..😎✌,,Twitter Web App
109,sophia misses billie,she/her  |  xanny by billie eilish,walking scott street feeling like a stranger,False,2022-04-22 15:59:23,@myblousee it’s such a cute picture,,Twitter for iPhone
110,Matt,"Pittsburgh, PA",I tweet a lot about Pitt. Sorry,False,2022-04-22 15:59:23,@DarthHockey Oh no https://t.co/cVpFZUYtLs,,Twitter for iPhone
111,KAYA.,주연 에릭 ,,False,2022-04-22 15:59:23,@cewenyaeric want to pacaran,,Twitter for iPhone
112,SHEPHERD'S DOMAIN,USA,"Real-estate Marketer, Tennis Coach, created TennisTablet and Talkntees Images apparel, Author; I Know What My Feelings Are, But I Don't Know What I'm Feeling.",False,2022-04-22 15:59:23,"Please don't release your pet goldfish into ponds and lakes,goldfish are listed as an invasive species! They grow bigger than you think and contribute to poor water quality by mucking up the bottom sediments and uprooting plants...WHO KNEW!https://t.co/WBlzquLIK5",,Twitter Web App
