,user_name,user_location,user_description,user_verified,date,text,hashtags,source
22,CBS Sports NBA,,"CBS covers the NBA: @sportsreiter, @outsidethenba, @ColinCBSSports, @bradbotkincbs, @jackmaloneycbs, @samquinncbs, @therealmikekb, @JasmynWimbish, @Kyle__Boone",True,2022-04-11 23:59:59,"Lakers' Russell Westbrook says he 'was never given a fair chance' in Los Angeles

https://t.co/qiOFt9Uiuu",,TweetDeck
23,kimberly Stallworth,,"Actress, Author",False,2022-04-11 23:59:59,@TerriKopp2it wrong? oh hell no!,,Twitter Web App
24,Arctic Monkeys Bot 🎸,,𝙎𝙝𝙚’𝙨 𝙖 𝙨𝙞𝙡𝙫𝙚𝙧 𝙡𝙞𝙣𝙞𝙣𝙜 𝙘𝙡𝙞𝙢𝙗𝙞𝙣𝙜 𝙤𝙣 𝙢𝙮 𝙙𝙚𝙨𝙞𝙧𝙚,False,2022-04-11 23:59:59,"Baby, I was made to break your heart / arctic monkeys",,AM-BOT2002
25,eve,,"Well, I appreciate you didn't hurry. #TedLasso",False,2022-04-11 23:59:59,"@stuckinrevmode I need a 5k essay on this alone, holy fuck",,Twitter for Android
26,Nick Bertram🔺,,Co-founder @dp3world,False,2022-04-11 23:59:59,P3s lead to the creation of the most transformative and impactful ventures in the world!,,Twitter for iPhone
27,mutt 👻,03’ gang🪐,~ i'm addicted to hyunsoo | 현수 ^__^ ♡ selective tnx fans only!,False,2022-04-11 23:59:59,@lysflwr morning,,Twitter for iPhone
28,McKay,New Zealand,"Design, manufacture, installation and maintenance of world-class electrical engineering solutions",False,2022-04-11 23:59:59,"Want to know more about electric propulsion solutions available for your marine vessel or fleet?  🛳️🌊 
Check out our range of electric propulsion services, to see how we can help you achieve a fully electric or hybrid solution⚡
https://t.co/uEU0Zl7ieN",,HubSpot
29,Pip Magazine,Australia,Australia’s #1 sustainability magazine. We’ll show you how to live lightly on the planet 🌿 Sign up to our newsletter: https://t.co/6zmG9pSNtu,False,2022-04-11 23:59:59,We reveal the 5 main ways you can make #sustainable food choices and start eating an earth-friendly diet. https://t.co/6NtksZR9m1,['sustainable'],HubSpot
30,Mehboob Mirza,London,,False,2022-04-11 23:59:59,Let c how long this #Rainbow government survived. @ImranRiazKhan @ImranKhanPTI @HamidMirPAK @IrshadBhatti336,['Rainbow'],Twitter for Android
31,Sanshee will be at #PAXEast,"Bremerton, WA","Makers of premium officially licensed merchandise for video games, anime, & more! #CollectJoy ||  For questions and customer service, email support@sanshee.com",False,2022-04-11 23:59:59,@Sombraling We're putting more into stock tomorrow!!,,Twitter Web App
32,Ellen Wong,San Diego,Food before friends.,False,2022-04-11 23:59:59,@shel_buyy @kanthonyily Thank you for validating me in this. I swear I was the only one!!!! I mean did he not see her disappointed face when he replied with how they avoided an unthinkable fate!!!,,Twitter for iPhone
33,tami,she/her,"solo sigo viva pq voy a ver a louis, a harry y a lali",False,2022-04-11 23:59:59,@greekribs conito gray,,Twitter for Android
34,Auzi,,,False,2022-04-11 23:59:59,@FNinfluencer What skin is that?,,Twitter for iPhone
35,Trudy Spencer,"Yonkers, NY","I am a nurse practitioner and a sneakerhead! Men size 7, 7.5, or 8 #blacklivesmatter #nursesrock
ig: @trudyluvskicks cash app: $costaricandiva",False,2022-04-11 23:59:59,@iAmLegend_716 @TaylorDeuce Okay,,Twitter for Android
36,MLutz,"Troy, IL","Always be humble and kind.
Bring people together - don't divide them.
Why are people being so mean on Twitter?",False,2022-04-11 23:59:59,@atrupar It sounds more like Chuck Grassley is compromised by Fox News.,,Twitter for Android
37,ariel ✰,"they/them, 24",unhinged women enthusiast,False,2022-04-11 23:59:59,"yalls edits have been v seizure inducing lately, like WHAT is up with all the flashing lights and 20 jump cuts per second https://t.co/YZGOowgdyf",,Twitter Web App
38,"A,m",,good,False,2022-04-11 23:59:59,@otsu_himari @nonothan1 Where is this beautiful place located?,,Twitter Web App
39,Dimar Santos,,,False,2022-04-11 23:59:59,@loud_victor @Atletico Live,,Twitter for Android
40,Goat,Wool,"Everton only, maybe other things",False,2022-04-11 23:59:59,"@Sapie88 @iammrazul A song released in 2019, that reached number 70 in the charts

Nobody has heard that fucking song",,Twitter Web App
41,wisdom,In Christ,proud Jesus boy. vet doctor. frontend web developer. #DubNation,False,2022-04-11 23:59:59,@Rubythechargie okay ruby on rails,,Twitter for iPhone
42,FS,Bulgaria,,False,2022-04-11 23:59:59,@Tuont0 This whole situation is quite funny,,Twitter for Android
43,Ian,Home of the boss up,The route a lil longer when you out here living honest | shooter 📸,False,2022-04-11 23:59:59,"Fried fish, shrimp and the hush puppies. That’s it. Don’t eat anything else https://t.co/oiALLOtmAh",,Twitter for iPhone
44,Dennison The Audacious Goblin,USA,"age: 18 | I’m a pony loving goblin welcome to my world | DMs open | 2D and 3D Commissions open! 

NSFW account: @SuggestiveGob",False,2022-04-11 23:59:59,@DarkPrincessVA I agree.,,Twitter Web App
45,bela,radja,#cyber cause we're Queen n King .,False,2022-04-11 23:59:59,@rnzhrra morning,,Twitter for Android
46,Nexxis,"Australia, Singapore, Houston","Leading global suppliers of specialist remote visual inspection technology, NDT, test equipment and laser alignment solutions.",False,2022-04-11 23:59:59,"The next level of remote visual inspection, Elios 2 is the most precise indoor inspection drone. Book a demonstration today! 👇 #drone #nexxis #remotevisualinspection

https://t.co/Y2LbLKE90K",,HubSpot
47,Stitches by Sammie,,"Embroidery artist, she/her, handmade with love💜 DM for custom orders. ~~~~~~~~~~~~~~ Instagram: stitches_by_sammie",False,2022-04-11 23:59:59,"This bundle, featuring a hand painted watercolor by @SoulHavenMama, is on MAJOR sale 👀 who is going to give these duckling babies a home?? https://t.co/E1RyDJYDxc",,Twitter for iPhone
48,Nick Neutronz,"New York, NY",•• Grammy Awarded beat maker for Eminem // Styles P // Jay Rock ¥•Electronica // Terraform // Wavemusic // Hardwave • ¥€$$€¥!• __ • Tablist  He Him / They Them,False,2022-04-11 23:59:59,@skitofficial whuttt,,Twitter for iPhone
49,mahir serhend,,,False,2022-04-11 23:59:59,@mfustaosmanoglu Amin.,,Twitter for iPhone
50,Lora🏳️‍⚧️🔞,Mun is 21 | She/They 🏳️‍⚧️ ,"18+ — Minors DNI — icon and banner art by @/risumilk — ❤️: @TabagaSaiyajin, @MVSpiderHero",False,2022-04-11 23:59:59,"@ColonyFinest “But it’s true~ You’re amazing, Fiora, more than you know~”",,Twitter for iPhone
51,bumpis 🦦,15 lmao ,hyah | | 💍💙@EggyNeedles💙💍 | | Quaxly! | | They/He | | Link/Sylvanos | | God’s tiredest sleepyhead | |,False,2022-04-11 23:59:59,why are these homies dissin my girl,,Twitter for iPhone
52,jey,,new acc.,False,2022-04-11 23:59:59,Working life isn’t for me i just do it cos I need new shoes every month,,Twitter for iPhone
53,🐨,,•multi-fandom •Future Chef 👩‍🍳,False,2022-04-11 23:59:59,It’s #AllAmerican time!!!,['AllAmerican'],Twitter for iPhone
54,The Kid,,"Runner. I may not be fast, but I finish.
Bleed Dodger Blue",False,2022-04-11 23:59:59,"@JeffGalvin64 @News4Laughs @TPBlue4 @TheRickWilson @ProjectLincoln DeSantis, and Scott before him, have changed the FL Supreme Court in their favor.",,Twitter for Android
55,Laura,"Georgia, USA","Wife of Pickens 🐉 boys basketball coach Mike Duffie, mother to two, Mimi to 4 and a Lupus Warrior! Huge @Braves fan and Big @Duke fan",False,2022-04-11 23:59:59,@ThatBravesGirl Beautiful!!,,Twitter for iPhone
56,Angel,united kingdom,he/him ✦ bi ✦ 20 ✦ fortnite photographer & lore enthusiast ✦ 3d art ✦ cuddle singularity main 🤍,False,2022-04-11 23:59:59,@JayJayRift mf thought it was star wars day already,,Twitter for iPhone
57,John Williams,"Hot Springs, AR","SAU Alumni, Engineer",False,2022-04-11 23:59:59,@KATVToddYak @KATVMelinda @KATVBarry @KATVJames tell tell sign there!! Comma shape never good!! Hope everyone heeds your warning!! #arwx https://t.co/bzRRMWkFrJ,,Twitter for iPhone
58,Richard G. McIntyre,Blue marble for next 12 yrs???,Son of a patriot who severed in WW2 & Korea.  Grew up in SW Phila.  Sgt USMC  President Commodore Computers Canada.  Retired Executive Recruiter,False,2022-04-11 23:59:59,@whitest_injera Not me.,,Twitter Web App
59,becky⁷ BTS IS COMING,JK-97 | V-95 | eu i eles ♡ ,"|only army| Taekook utted |Ot7
                              ☆Shine like the stars☆ #BTS",False,2022-04-11 23:59:59,@JKP0LEMIC Chame,,Twitter for Android
60,Anthony,,,False,2022-04-11 23:59:59,@mcm_ct_usa Can you clear up that tweet please . Do not understand . Thank you,,Twitter for iPhone
61,ARE YOU DUMB?!,"Brooklyn, NY",DATE MAMI,False,2022-04-11 23:59:59,@Diamondsupply_ Right.,,Twitter for iPhone
62,🌭 Տ ϴ Ν Ꮖ Ꮯ_𝐰𝐚𝐜𝐡𝐨𝐰𝐬𝐤𝐢 ⭐ {{ EASTER_DAY}},City ,I'm Sonic the hedgehog! Fastest thing on earth_Best bros: @Tailsmachines / @TaiIstheFcx #SonicmovieRp Other acc: @The_futureamy 💗 {Writer: 25},False,2022-04-11 23:59:59,* blinks at him * https://t.co/RclWYSxSX0,,Twitter for Android
63,RAK Ronnityy,zoya decepticss ,15 | @UNITEDRAK_ | #1 🏴󠁧󠁢󠁥󠁮󠁧󠁿 2021 | 4x ccc finals | grand finalist | 2x heat qualifier | code ronnityy #ad | inspired by @legacyy1x_,False,2022-04-11 23:59:59,@th3bigdog @dylangraham13_ i look like a dribble in creative i go in game and bully the creative kids,,Twitter for iPhone
64,daph,"she/her 21, ayaka come home","idgaf about your faves, it's blackpink first",False,2022-04-11 23:59:59,@Ioonaevis YUPP,,Twitter for iPhone
65,Moose Magnificat,"Tallahassee, FL",Tallahassee radio to the world.,False,2022-04-11 23:59:59,Now playing: Gaines Street Pies - Gaines Street Pies Hometown Heroes https://t.co/AmmScjFxok,,Radio.co now playing
66,paige ✨,oklahoma,I wonder if your therapist knows everything about me,False,2022-04-11 23:59:59,someone send this to my bf for me https://t.co/9HDoxn3Hff,,Twitter for iPhone
67,nela,1958,,False,2022-04-11 23:59:59,LOUIS KKKKKKKKKKK https://t.co/CAiIKWUpH7,,Twitter for Android
68,AVSAAR,,,False,2022-04-11 23:59:59,@LadyVelvet_HFQ @ziyadali Assalam O Alykum Please Help Him... 😭😭,,Twitter for Android
69,Snowflake,,Funny,False,2022-04-11 23:59:59,@BBCWorld Pure evil,,Twitter for Android
70,Tony Shanks,Hawaii  ➡️ The Lou ➡️ Indy,"MFM by day. Fan of sports, food and music at night.",False,2022-04-11 23:59:59,@cclareMDMPH @Ollendorff @apgonews @helenjkmorgan @ErikaBanksMD @Maya_Michigan The ACI was demonstrated @apgonews CREOG annual meeting and its super cool.,,Twitter for iPhone
71,Black Jesus (Caleb),MO,"Blues Heaven Commander
#stlblues
Alcohol Retweets = Endorsements.
26.

Information Security/Network Specialist",False,2022-04-11 23:59:59,@stlgirlinlex Entitled Fans of Baseball.,,Twitter Web App
72,Not Rick Pondue,"Arizona, USA",Because you told me toooo!,False,2022-04-11 23:59:59,Since she’s going after looks 💅🏻 #FoodieBeauty https://t.co/N4Dm0WNAVt,['FoodieBeauty'],Twitter for iPhone
73,Atheist Community of Discord (ACD),Teh intarwebs,"The ""official"" unofficial fan Discord community of the Atheist Community of Austin.",False,2022-04-11 23:59:59,"LIVE NOW!!! RfRx -  Self-esteem, Suicidal Thoughts and Self-harm with Cathy Harris
     Link: https://t.co/GOIRS3YXGt
     Meeting ID: 186729414 
 
More Info:  https://t.co/MVCVwZ1l2w
@RFRorg #recoveringfromreligion",,GigleMe
74,Big Catsy,,I'm a sexually deviant furry,False,2022-04-11 23:59:59,@Spluwsh @Jaaliixx so true,,Twitter Web App
75,Jonnie Jay Jules,,Must complete agendas,False,2022-04-11 23:59:59,Hey I need that closed please. Of course I can’t make you and obviously that’s my point I have no authority on my own estate. Read a book and give me my authority and privileges,,Twitter for iPhone
76,🚩,"Cruise, USA",welcome to the club.                                📸 : KangDez5,False,2022-04-11 23:59:59,Who tryna hop on Warzone? #ShootersOnly,['ShootersOnly'],Twitter for iPhone
77,ash 🐋🧨 52/180 ᓚᘏᗢ,he/vil + more neos,🏳️‍🌈🏳️‍⚧️ pfp by @yonumo || Kazuha please come home my boy | matching w @BoxedChai,False,2022-04-11 23:59:59,i wanna tweet “i wanna talk to ppl” but im about to go to sleep in 10 mins so id feel bad for not replying to the ppl that reply 11 mins later,,Twitter for iPhone
78,rusałka,"il n'y a rien ici , va t'en",,False,2022-04-11 23:59:59,"It feels like your heart is freezing and burning, both at once",,Twitter for iPhone
79,Cadence,,,False,2022-04-11 23:59:59,"@Ttocsic1 @wowverycoolname @Bronn1 @GladKent @scarypronouns First, I’m not talking about lgb, I’m talking about Trans. 

And racial segregation was part of a deeply oppressive denial of basic rights. 

TW are just being asked to stay out of Womens spaces to help protect Womens safety. 

That’s not prejudice. It’s a reasonable request.",,Twitter Web App
80,Bikerboy,United States,🔞22/An artist and writer 🔞 No Minors,False,2022-04-11 23:59:59,"@PunkPika No, it wouldn't.",,Twitter for Android
81,ShaeFuckingGrand 💫,,Keeping up with Shae 💎♉️,False,2022-04-11 23:59:59,I be feeling like I just keep making bad decisions 🥺😩,,Twitter for iPhone
82,☠️ 𝓚𝓪𝔂𝓲 👑,,"I'm a highly passionate open and honest One Piece fan, that loves anime & manga, creating theories, sharing my thoughts and feelings and interacting with others",False,2022-04-11 23:59:59,Just keeping this post up is taking all of my brain-cells but my sanity is slowly collapsing. I don't know how Zoro stans manage to do it. I will commend them for that much,,Twitter Web App
83,ali,they them 17,george my lovely sunshine apple pie,False,2022-04-11 23:59:59,what did i come back to,,Twitter for iPhone
84,Mecha Oshi:gator mode,Montys gamer pad ,"Nsfw dni 
I don't know what else to put here",False,2022-04-11 23:59:59,"@KindaKoi @FormerPhoneGuy Listen, it was for a prank against Monty. It went horribly.",,Twitter Web App
85,Amelia Gapin,Jersey,"Spite driven developer at a company you know, formerly other companies you know. Lover of cats. Eater of carbs. Always running my mouth (and legs). she/her",True,2022-04-11 23:59:59,Danielle and I have been talking about this a bunch and neither of us can even begin to comprehend the other side. I cannot fathom what the fuck you people are actually experiencing when you SEE SHIT IN YOUR BRAINS.,,Twitter for iPad
86,Purple Hayes,,A Marine with a dream,False,2022-04-11 23:59:59,@Shaktus_ Same,,Twitter for Android
87,Papa,Nationwide,"Papa is a new kind of care, built on human connection. 

We envision a world where no one has to go it alone. 💙",False,2022-04-11 23:59:59,"When 13% of Medicare spending is spent on treating mental health problems, it’s super important that health plans find a way to help! Papa is one such solution! 

Find out why--&gt; https://t.co/zIKPYMimlI",,HubSpot
88,crybaby ✨gangsta✨,"Seoul, Republic of Korea",FAMU 𝐀𝐥𝐮𝐦𝐧𝐚 || JAX ✈️ SEOUL,False,2022-04-11 23:59:59,I actually live and work on the other side of the world. But I guess I’m not famu famous enough. 🤷🏽‍♀️,,Twitter for iPhone
89,aren⁸☻🔩,𝙝𝙚/𝙩𝙝𝙚𝙮 𝙚𝙨𝙥/𝙚𝙣𝙜🥖,⠀⠀⠀⠀⠀⠀⠀✷  🜸    𖥦   𖣯. ʚ 𝗐𝖾𝗅𝖼𝗈𝗆𝖾 ⠀⠀⠀⠀⠀⠀⠀𝖻𝖺𝖻𝗒 𓂅 :: ♡︎ 𝐩𝐚𝐧 . . EL / ELLE,False,2022-04-11 23:59:59,@jisungfluwer no da lol limao 💀,,Twitter for Android
90,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"Ingrid, the special needs cat, has found a Kingston forever home
#123INFO
https://t.co/tl8neE2RsB",['123INFO'],Microsoft Power Platform
91,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"Downtown Lethbridge BRZ issues first annual report
#123INFO
https://t.co/hcMBea26fN",['123INFO'],Microsoft Power Platform
92,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"Kingston, Ont., food bank kicks off ‘Give 30’ campaign
#123INFO
https://t.co/fUurzj1F83",['123INFO'],Microsoft Power Platform
93,chiara,cw 49 gw 35 or till im small,"❦ she/her 18 , non edtwt & fatphobes gtfo , pro recov ❦",False,2022-04-11 23:59:59,i would cry forever if my sisters developed the same problems/behaviours around food as me,,Twitter for iPhone
94,max,lahore,,False,2022-04-11 23:59:59,#امپورٹڈ_حکومت_نامنظورwe support @ImranKhanPTI https://t.co/ELXCuoCWd0,['امپورٹڈ_حکومت_نامنظورwe'],Twitter for Android
95,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"Consumer groups, advocates looking for relief to rising costs in Manitoba’s 2022 budget
#123INFO
https://t.co/3MCwAPVqEI",['123INFO'],Microsoft Power Platform
96,azik,"Kuala Lumpur, Wilayah Persekut","azik@azhariishak41
#PlanetHunterz

@NFTs",False,2022-04-11 23:59:59,@TheBlackPunk Done,,Twitter for Android
97,Yosef H,NYC,#Healthcare manager. Advocate for #leadpoisoning safety. Supporter of Eretz Yisroel.,False,2022-04-11 23:59:59,@AriFleischer Same administration can't find a way to pay medical providers for covid testing/treatment done under hrsa. Either covid is over or its not can't play both games.,,Twitter for Android
98,🐶 for Makima,req ok!,Memo's (not) private | | No warnings | | Memo#4445 | | @MemosAbyss my nsfw ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,False,2022-04-11 23:59:59,@CountingVenti I questioned my sanity just now,,Twitter for Android
99,juni 🧃 XIAO DAY !!!!,mel's omega,welcome to my xiao brainrot | 18 ar 58 (na) | any prns | ic yuuanai (mw @nodoroki_),False,2022-04-11 23:59:59,@tarcaeli there are limited spots give me a 3 page mla format paper on why you should take one of them,,Twitter for iPhone
100,💜Amethyst Audios🎙,,"My name is Abigayl!, I am a ASMR voice actor! I make wholesome content! 
🇲🇽/19/Feb-12/♒️/VA/Artist",False,2022-04-11 23:59:59,💜Gonna be recording later tonight for the maid audio but for now have me messing with my child. https://t.co/QrBjyB8YqG,,Twitter for iPhone
101,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"Town of Fort Macleod reprimands councillor for involvement in Coutts blockade
#123INFO
https://t.co/Mc8X1RZ51u",['123INFO'],Microsoft Power Platform
102,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"Regina police charge man, woman after drugs, weapons found during traffic stop
#123INFO
https://t.co/MF50a2kSzL",['123INFO'],Microsoft Power Platform
103,123 INFO CANADA,,"Welcome to the 123 INFO Twitter account.  here you can find all national news.
| Group @GoNews_Off",False,2022-04-11 23:59:59,"‘Lip service’: Wolseley, Sask. mayor wants action, not talk, as emergency services remain closed
#123INFO
https://t.co/Nlbj0dApzS",['123INFO'],Microsoft Power Platform
104,# ophelia ᥫ᭡,"✿ - x0 (open) 🐇 -16 , 19+ dni",i know i left my sanity around here somewhere ʚ♡ɞ,False,2022-04-11 23:59:59,"@DIGITALPERV @P0ISONH3ART [also i kinda picked it out, he liked it told me to wear it today :&gt;]",,Twitter Web App
105,Sensible Sweater,NYC,Minimizer of variables.,False,2022-04-11 23:59:59,"@GrantWahl @Carra23 A fine interview. Loved the respect he gave to Henry, De Bruyne and his former gaffers. Seems a class act!",,Twitter for iPhone
106,Rubykingryoko,At your mom's,CoFounder and CoOwner of WildFire,False,2022-04-11 23:59:59,@Lonelystarrd22 @ISWVFails Just can still find plenty of examples of bad art case in point this infamous piece. https://t.co/CDvDnH8r7f,,Twitter Web App
107,yami⁷🎧,16 | she/her,,False,2022-04-11 23:59:59,GYU RED HAIR ?!;’m+,,Twitter for iPhone
108,XRPghost,,,False,2022-04-11 23:59:59,"@CryptoHado Eth is very very special, don't be mean to it,
 *gives eth it's helmet back*
*Wipes window* 
""Here's your crayons #eth""",['eth'],Twitter for Android
109,"""The Kial GAP""","Dumpwater, FL","3D modeler, Video Maker that 3d prints and other crap. Graduated from the Art Institute, I'm going to always be in debt so I hope you enjoy my work",False,2022-04-11 23:59:59,"@benheck @CBSNews I can't wait to see some moron tell you, the thing you just said that historically is true, and has happened every single time, it has been done throughout history across the planet, isn't happening because the government said it's not.",,Twitter Web App
110,liv,down under mate,ℳℬ m&g 13/3/2021 // followed 12/8/2021,False,2022-04-11 23:59:59,@bocamillie that made no sense. omg I meant good morning happy fucking birthday,,Twitter for iPhone
111,しずくの独り言,"American Fork, UT",https://t.co/3Gzsy7JhxB https://t.co/RBksZcsZnr,False,2022-04-11 23:59:59,"@AmberlovesJin @BRforJin @BTS_twt #드루와_드루와_챌린진

LEAN ON US JIN
JIN WE HEART YOU 
YOURS TRULY SUPERTUNA
#SuperTuna_Jin #Yours_Jin #JIN #방탄소년진 #BTSJIN",['드루와_드루와_챌린진'],Twitter for iPhone
